reading_accuracy,word_omission_count,pronunciation_error_count,reading_speed_wpm,risk_label
68.29268292682927,39.0,39.0,40.18264840182648,Medium
92.47311827956987,14.0,14.0,63.003663003663,Low
83.01886792452831,27.0,27.0,56.17021276595745,Low
81.21212121212122,31.0,31.0,54.47154471544715,Low
68.39080459770115,55.0,55.0,42.32081911262799,Medium
88.46153846153845,18.0,18.0,53.07692307692308,Low
88.23529411764706,12.0,12.0,51.72413793103448,Low
87.06467661691542,26.0,26.0,55.91054313099042,Low
73.11827956989248,25.0,25.0,40.47619047619048,Medium
68.69565217391305,36.0,36.0,43.646408839779006,Medium
48.66666666666667,77.0,77.0,25.795053003533567,High
68.64406779661016,74.0,74.0,47.647058823529406,Medium
78.65168539325843,38.0,38.0,50.179211469534046,Low
72.88135593220339,48.0,48.0,44.636678200692046,Medium
81.5028901734104,32.0,32.0,52.22222222222223,Low
69.11764705882352,42.0,42.0,40.69264069264069,Medium
75.25252525252525,49.0,49.0,49.01315789473684,Low
63.559322033898304,43.0,43.0,38.604651162790695,Medium
39.47368421052632,69.0,69.0,23.195876288659797,High
68.50393700787401,40.0,40.0,41.62679425837321,Medium
80.0,37.0,37.0,51.388888888888886,Low
84.0,20.0,20.0,55.60975609756098,Low
58.13953488372093,54.0,54.0,32.327586206896555,Medium
49.10179640718562,85.0,85.0,28.975265017667844,High
77.41935483870968,42.0,42.0,51.06382978723404,Low
90.9090909090909,13.0,13.0,55.55555555555556,Low
78.52348993288591,32.0,32.0,46.98795180722892,Low
81.48148148148148,35.0,35.0,53.84615384615385,Low
84.44444444444444,21.0,21.0,53.39366515837104,Low
40.41666666666666,143.0,143.0,27.247191011235955,High
76.59574468085107,55.0,55.0,53.25443786982249,Low
82.45614035087719,30.0,30.0,54.230769230769226,Low
69.72972972972973,56.0,56.0,48.40989399293287,Medium
70.37037037037037,32.0,32.0,38.578680203045685,Medium
78.82352941176471,36.0,36.0,49.26470588235294,Low
86.50306748466258,22.0,22.0,50.71942446043165,Low
69.17293233082707,41.0,41.0,38.983050847457626,Medium
79.90654205607477,43.0,43.0,53.94321766561514,Low
60.0,66.0,66.0,37.93103448275862,Medium
76.76767676767676,23.0,23.0,43.93063583815029,Medium
82.73809523809523,29.0,29.0,53.66795366795367,Low
65.1006711409396,52.0,52.0,44.44444444444444,Medium
79.87421383647799,32.0,32.0,47.74436090225564,Low
88.19444444444444,17.0,17.0,53.813559322033896,Low
78.01418439716312,31.0,31.0,48.24561403508772,Low
87.12121212121212,17.0,17.0,53.42465753424658,Low
75.0,56.0,56.0,49.122807017543856,Low
68.69918699186992,77.0,77.0,42.89340101522843,Medium
65.32258064516128,43.0,43.0,45.0,Medium
68.36734693877551,31.0,31.0,38.50574712643678,Medium
60.67415730337079,35.0,35.0,31.76470588235294,Medium
82.12290502793296,32.0,32.0,48.03921568627451,Low
87.83068783068782,23.0,23.0,56.08108108108109,Low
84.21052631578947,21.0,21.0,50.0,Low
36.52173913043478,73.0,73.0,21.53846153846154,High
69.6969696969697,40.0,40.0,45.41062801932368,Medium
86.9281045751634,20.0,20.0,53.41365461847389,Low
65.93406593406593,31.0,31.0,39.47368421052632,Medium
66.01941747572816,35.0,35.0,38.20224719101123,Medium
53.403141361256544,89.0,89.0,33.88704318936877,High
55.371900826446286,54.0,54.0,29.77777777777777,Medium
87.2340425531915,18.0,18.0,54.91071428571429,Low
87.09677419354838,12.0,12.0,48.50299401197605,Low
78.64583333333334,41.0,41.0,49.83498349834984,Low
82.03125,23.0,23.0,46.46017699115044,Low
92.05298013245032,12.0,12.0,57.20164609053497,Low
79.73856209150327,31.0,31.0,49.795918367346935,Low
80.33707865168539,35.0,35.0,50.70921985815603,Low
81.28654970760235,32.0,32.0,52.45283018867924,Low
88.73239436619718,16.0,16.0,56.502242152466366,Low
76.04790419161677,40.0,40.0,47.03703703703704,Low
53.79746835443038,73.0,73.0,33.730158730158735,Medium
60.59322033898306,93.0,93.0,41.210374639769455,Medium
68.0672268907563,38.0,38.0,39.32038834951456,Medium
72.0,42.0,42.0,44.81327800829876,Medium
57.49999999999999,51.0,51.0,35.38461538461539,Medium
85.26315789473684,28.0,28.0,58.909090909090914,Low
82.27848101265823,28.0,28.0,54.39330543933054,Low
84.15841584158416,16.0,16.0,50.595238095238095,Low
86.56716417910447,18.0,18.0,54.976303317535546,Low
80.1418439716312,28.0,28.0,48.706896551724135,Low
81.06060606060606,25.0,25.0,49.30875576036866,Low
80.35714285714286,33.0,33.0,50.56179775280899,Low
60.60606060606061,39.0,39.0,34.48275862068966,Medium
70.71428571428572,41.0,41.0,43.80530973451327,Medium
76.47058823529412,24.0,24.0,45.34883720930232,Medium
40.42553191489361,84.0,84.0,28.217821782178216,High
37.85714285714285,87.0,87.0,25.0,High
80.0,18.0,18.0,46.45161290322581,Low
75.40983606557377,30.0,30.0,46.23115577889448,Medium
67.88990825688074,35.0,35.0,40.88397790055249,Medium
15.892420537897312,344.0,344.0,11.168384879725089,High
63.565891472868216,47.0,47.0,36.12334801762114,Medium
90.84507042253522,13.0,13.0,56.086956521739125,Low
89.04109589041096,16.0,16.0,55.55555555555556,Low
75.48387096774194,38.0,38.0,48.34710743801653,Low
86.5079365079365,17.0,17.0,51.173708920187785,Low
75.90361445783132,40.0,40.0,44.21052631578947,Medium
75.32467532467533,38.0,38.0,48.75,Low
86.11111111111111,15.0,15.0,46.733668341708544,Low
82.421875,45.0,45.0,52.75,Low
91.32947976878611,15.0,15.0,62.4031007751938,Low
80.16528925619835,24.0,24.0,46.63461538461539,Low
74.18032786885246,63.0,63.0,52.61627906976744,Low
84.29319371727748,30.0,30.0,52.614379084967325,Low
71.63120567375887,40.0,40.0,41.224489795918366,Medium
74.46808510638297,36.0,36.0,43.75,Medium
92.89340101522842,14.0,14.0,63.10344827586207,Low
58.13953488372093,54.0,54.0,37.38317757009346,Medium
60.17699115044248,45.0,45.0,44.65408805031446,Medium
77.04918032786885,14.0,14.0,40.869565217391305,Medium
93.20388349514565,14.0,14.0,62.13592233009708,Low
54.421768707483,67.0,67.0,32.388663967611336,Medium
85.0187265917603,40.0,40.0,58.80829015544041,Low
50.86206896551724,57.0,57.0,29.35323383084577,High
62.06896551724138,33.0,33.0,35.76158940397351,Medium
68.91891891891892,46.0,46.0,44.54148471615721,Medium
92.9245283018868,15.0,15.0,64.37908496732027,Low
71.66666666666667,34.0,34.0,41.62679425837321,Medium
74.50980392156863,26.0,26.0,41.75824175824176,Medium
38.84297520661157,148.0,148.0,27.72861356932153,High
87.39837398373984,31.0,31.0,59.888579387186624,Low
59.09090909090909,36.0,36.0,32.098765432098766,Medium
81.77083333333334,35.0,35.0,55.08771929824562,Low
88.09523809523809,30.0,30.0,59.67741935483871,Low
81.70212765957446,43.0,43.0,58.35866261398176,Low
79.34272300469483,44.0,44.0,55.04885993485343,Low
70.23809523809523,50.0,50.0,46.82539682539682,Medium
89.58333333333334,20.0,20.0,67.36111111111111,Low
78.23529411764706,37.0,37.0,51.737451737451735,Low
69.76744186046511,39.0,39.0,39.64757709251101,Medium
83.9572192513369,30.0,30.0,56.33802816901409,Low
59.54198473282442,53.0,53.0,35.77981651376147,Medium
87.20379146919431,27.0,27.0,63.09148264984227,Low
81.63265306122449,27.0,27.0,49.79253112033195,Low
92.46231155778896,15.0,15.0,62.58503401360544,Low
54.22885572139303,92.0,92.0,35.36977491961415,Medium
79.82456140350878,23.0,23.0,46.464646464646464,Low
66.66666666666666,39.0,39.0,38.23529411764706,Medium
88.63636363636364,25.0,25.0,61.90476190476191,Low
88.88888888888889,8.0,8.0,48.48484848484848,Low
87.95180722891565,30.0,30.0,61.34453781512605,Low
78.89908256880734,23.0,23.0,44.55958549222797,Low
69.04761904761905,39.0,39.0,38.83928571428572,Medium
86.45833333333334,26.0,26.0,58.04195804195804,Low
80.95238095238095,36.0,36.0,48.11320754716981,Low
73.00884955752213,61.0,61.0,48.67256637168141,Medium
63.33333333333333,66.0,66.0,38.775510204081634,Medium
79.19463087248322,31.0,31.0,49.78902953586498,Low
83.19327731092437,40.0,40.0,55.46218487394958,Low
78.57142857142857,36.0,36.0,46.80851063829788,Low
89.31623931623932,25.0,25.0,65.16516516516516,Low
52.38095238095239,150.0,150.0,37.07865168539326,High
73.05699481865285,52.0,52.0,49.82332155477032,Medium
70.76923076923077,38.0,38.0,41.07142857142857,Medium
